id,title,language,author
1922,"The Mirror of Literature  Amusement  and Instruction  Vol  10  No ","English","Various"
1923,"The Mirror of Literature  Amusement  and Instruction  Vol  19  No ","English","Various"
1924,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1925,"A Girl Of The Limberlost","English","Gene Stratton Porter"
1926,"Anthem","English","Ayn Rand"
1927,"A Selection from the Comedies of Marivaux","French and English","Pierre Carlet de Chamblain de Marivaux"
1928,"Notes and Queries 1850 04 06","English","Various"
1929,"Critiques and Addresses","English","Thomas Henry Huxley"
1930,"The History of the Rise  Progress and Accomplishment of the Abolition of the African Slave Trade by the British Parliament  1808 ","English","Thomas Clarkson"
1931,"The Meaning of Good  A Dialogue","English","G  Lowes Dickinson"
1932,"The Moon Rock","English","Arthur J  Rees"
1933,"Le Morte D Arthur  Volume I  of II ","English","Thomas Malory"
1934,"Targum","English","George Borrow"
1935,"Blackwood s Edinburgh Magazine  No  CCCXXXII ","English","Various"
1936,"The Deacon of Dobbinsville","English","John A  Morrison"
1937,"A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library  Dewey Decimal Classification ","English","Melvil Dewey"
1938,"A General History and Collection of Voyages and Travels  Vol  IV ","English","Robert Kerr"
1939,"Selected English Letters  XV   XIX Centuries ","English","Various"
1940,"The Way of an Eagle","English","Ethel M  Dell"
1941,"Punch  or the London Charivari  Vol  99  November 15  1890","English","Various"
1942,"The Adventures of a Forty niner","English","Daniel Knower"
1943,"The Virginia Housewife","English","Mary Randolph"
1944,"Le Morte D Arthur  Volume II  of II ","English","Thomas Malory"
1945,"Deadham Hard","English","Lucas Malet"
1946,"The Mirror of Literature  Amusement  and Instruction  No  583","English","Various"
1947,"An Account of the Extraordinary Medicinal Fluid  called Aether ","English","Matthew Turner"
1948,"Crusaders of New France","English","William Bennett Munro"
1949,"Society for Pure English  Tract 5","English","Society for Pure English"
1950,"Voyage Of H M S  Rattlesnake  Vol  2  of 2 ","English","John MacGillivray"
1951,"Boy Scouts in Northern Wilds","English","Archibald Lee Fletcher"
1952,"Kimono","English","John Paris"
1953,"A Voyage Round the World  Vol  I  of   ","English","James Holman"
1954,"Quiet Talks on Service","English","S  D  Gordon"
1955,"A Simple Soul","English","Gustave Flaubert"
1956,"The Mirror of Literature  Amusement  and Instruction  Vol  20  No ","English","Various"
1957,"The Mirror of Literature  Amusement  and Instruction  Vol  20  No ","English","Various"
1958,"The Shades of the Wilderness","English","Joseph A  Altsheler"
1959,"Witness For The Defence","English","A E W  Mason"
1960,"Punch  Or The London Charivari  Vol  146   January 14  1914","English","Various"
1961,"Account of a Tour in Normandy  Vol  I   of 2 ","English","Dawson Turner"
1962,"Account of a Tour in Normandy  Vol  II   of 2 ","English","Dawson Turner"
1963,"Observations Upon The Windward Coast Of Africa","English","Joseph Corry"
1964,"Cyrano de Bergerac","English","Edmond Rostand"
1965,"George Washington","English","William Roscoe Thayer"
1966,"The American Indian as Participant in the Civil War","English","Annie Heloise Abel"
1967,"Ravenna  A Study","English","Edward Hutton"
1968,"The Mirror of Literature  Amusement  and Instruction  Vol  20  No ","English","Various"
1969,"The Love Letters of Dorothy Osborne to Sir William Temple  1652 54","English", 
1970,"Traditions of the Tinguian: A Study in Philippine Folk Lore","English","Fay Cooper Cole"
1971,"The Secret Memoirs of the Courts of Europe: William II  Germany  Francis Joseph  Austria Hungary  Volume I   of 2 ","English","Mme  La Marquise de Fontenoy"
1972,"Recollections of a Long Life","English","Theodore Ledyard Cuyler"
1973,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1974,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1975,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1976,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1977,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1978,"The Tragedy of The Korosko","English","Arthur Conan Doyle"
1979,"A Master of Fortune","English","Cutcliffe Hyne"
1980,"The Penalty","English","Gouverneur Morris"
1981,"Snarleyyow","English","Captain Frederick Marryat"
1982,"The Automobile Girls At Washington","English","Laura Dent Crane"
1983,"Port O  Gold","English","Louis John Stellman"
1984,"A Visit to the Holy Land","English","Ida Pfeiffer"
1985,"Contemporary American Novelists  1900 1920 ","English","Carl Van Doren"
1986,"California Sketches  Second Series","English","O  P  Fitzgerald"
1987,"An Account of the English Colony in New South Wales  Vol  1","English","David Collins"
1988,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1989,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1990,"Through the Mackenzie Basin","English","Charles Mair"
1991,"The Three Musketeers","English","Alexandre Dumas  Pere"
1992,"Starr  of the Desert","English","B  M Bower"
1993,"The Boy Allies in the Trenches","English","Clair Wallace Hayes"
1994,"The World s Greatest Books  Vol X","English","Various"
1995,"The German Classics of The Nineteenth and Twentieth Centuries  Vol  VIII","English","Various"
1996,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1997,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1998,"The Mirror of Literature  Amusement  and Instruction","English","Various"
1999,"Strange True Stories of Louisiana","English","George Washington Cable"
2000,"The Merchant of Venice  liberally edited by Charles Kean ","English","William Shakespeare"
2001,"Ten Years Later","English","Alexandre Dumas  Pere"
2002,"Beneficiary Features of American Trade Unions","English","James B  Kennedy"
2003,"Elbow Room","English","Charles Heber Clark  AKA Max Adeler "
2004,"History of Rome  Vol III","English","Titus Livius"
2005,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2006,"Phebe  Her Profession","English","Anna Chapin Ray"
2007,"Seaward Sussex","English","Edric Holmes"
2008,"Satan","English","Lewis Sperry Chafer"
2009,"The Man Who Laughs","English","Victor Hugo"
2010,"Cavour","English","Countess Evelyn Martinengo Cesaresco"
2011,"Notes   Queries No  31   Saturday  June 1  1850","English","Various"
2012,"Twenty Years After","English","Alexandre Dumas  Pere"
2013,"The Shadow of the Rope","English","E  W  Hornung"
2014,"Tiger and Tom and Other Stories for Boys","English","Various"
2015,"J S  Le Fanu s Ghostly Tales  Volume 5","English","J S  Le Fanu"
2016,"Atlantic Monthly  Vol  11  No  65  March  1863","English","Various"
2017,"Creative Impulse in Industry","English","Helen Marot"
2018,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2019,"The Purple Heights","English","Marie Conway Oemler"
2020,"The Mirror of Literature  Amusement  and Instruction  Vol  17  No ","English","Various"
2021,"The Mirror of Literature  Amusement  and Instruction  Vol  17  No ","English","Various"
2022,"The Mirror of Literature  Amusement  and Instruction  Vol  17  No ","English","Various"
2023,"The Poison Belt","English","Arthur Conan Doyle"
2024,"Jane Eyre","English","Charlotte Bronte"
2025,"Old and New Masters","English","Robert Lynd"
2026,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2027,"Parish Papers","English","Norman Macleod"
2028,"The Great Speeches and Orations of Daniel Webster","English","Daniel Webster"
2029,"You Can Search Me","English","Hugh McHugh"
2030,"Get Next ","English","Hugh McHugh"
2031,"Back to the Woods","English","Hugh McHugh"
2032,"Betty Zane","English","Zane Grey"
2033,"Nan Sherwood s Winter Holidays","English","Annie Roe Carr"
2034,"The Regent","English","E  Arnold Bennett"
2035,"Punch  Or The London Charivari  Vol  156  April 9  1919","English","Various"
2036,"The Song of our Syrian Guest","English","William Allen Knight"
2037,"Around Old Bethany","English","Robert Lee Berry"
2038,"Recollections of Calcutta for over Half a Century","English","Montague Massey"
2039,"The Mirror of Literature  Amusement  and Instruction  No  472","English","Various"
2040,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2041,"The Heritage of the Desert","English","Zane Grey"
2042,"The Book of Dreams and Ghosts","English","Andrew Lang"
2043,"Poems","English","Denis Florence MacCarthy"
2044,"The Life and Adventures of Robinson Crusoe  1808 ","English","Daniel Defoe"
2045,"Our Lady Saint Mary","English","J  G  H  Barry"
2046,"Architecture and Democracy","English","Claude Fayette Bragdon"
2047,"The Earlier Work of Titian","English","Claude Phillips"
2048,"Selections from the Prose Works of Matthew Arnold","English","Matthew Arnold"
2049,"Language","English","Edward Sapir"
2050,"The Glimpses of the Moon","English","Edith Wharton"
2051,"The Adventures of Old Mr  Toad","English","Thornton W  Burgess"
2052,"The Seven Little Sisters Who Live on the Round Ball","English","Jane Andrews"
2053,"Yesterdays with Authors","English","James T  Fields"
2054,"A Happy Boy","English","Bjornstjerne Bjornson"
2055,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2056,"The Philippine Islands 1493 1898  Vol  4 of 55","English","Edited by E  H  Blair and J  A  Robertson"
2057,"Public Lands and Agrarian Laws of the Roman Republic","English","Andrew Stephenson"
2058,"Spanish Doubloons","English","Camilla Kenyon"
2059,"The Wheels of Chance","English","H  G  Wells"
2060,"Trial of Mary Blandy","English", 
2061,"The Queen of the Air","English","John Ruskin"
2062,"The Lady s Album of Fancy Work for 1850","English","Unknown"
2063,"Twenty","English","Stella Benson"
2064,"Through the Iron Bars","English","Emile Cammaerts"
2065,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2066,"J  S  Le Fanu s Ghostly Tales  Volume 4","English","Joseph Sheridan Le Fanu"
2067,"The Beautiful Necessity","English","Claude Fayette Bragdon"
2068,"Analyzing Character","English","Katherine M  H  Blackford and Arthur Newcomb"
2069,"Queen Victoria","English","Lytton Strachey"
2070,"The Mirror of Literature  Amusement  and Instruction  Vol  17  No ","English","Various"
2071,"The Humour of Homer and Other Essays","English","Samuel Butler"
2072,"George Washington  Vol  I","English","Henry Cabot Lodge"
2073,"George Washington  Vol  II","English","Henry Cabot Lodge"
2074,"The Roll Call","English","Arnold Bennett"
2075,"The Boy Mechanic: Volume 1","English","Popular Mechanics"
2076,"The boy Allies at Liege","English","Clair W  Hayes"
2077,"The Later works of Titian","English","Claude Phillips"
2078,"Shapes of Clay","English","Ambrose Bierce"
2079,"The Vertical City","English","Fannie Hurst"
2080,"Lavender and Old Lace","English","Myrtle Reed"
2081,"Canada under British Rule 1760 1900","English","John G  Bourinot"
2082,"Four Girls at Chautauqua","English","Pansy"
2083,"The Phantom Herd","English","B  M  Bower"
2084,"Lyrics of Earth","English","Archibald Lampman"
2085,"Lander s Travels","English","Robert Huish"
2086,"An Account of the English Colony in New South Wales  Vol  2","English","David Collins"
2087,"Marriage","English","Susan Edmonstone Ferrier"
2088,"Kai Lung s Golden Hours","English","Ernest Bramah"
2089,"Landmarks in French Literature","English","G  Lytton Strachey"
2090,"An Easter Disciple","English","Arthur Benton Sanford"
2091,"A Spinner in the Sun","English","Myrtle Reed"
2092,"The Pretty Lady ","English","Arnold E  Bennett"
2093,"Cock Lane and Common Sense","English","Andrew Lang"
2094,"Sketches And Tales Illustrative Of Life In The Backwoods Of New Brunswick","English","Mrs  F  Beavan"
2095,"The Mirror of Literature  Amusement  and Instruction","English","Various"
2096,"Personality Plus","English","Edna Ferber"
2097,"The House of Mystery","English","William Henry Irwin"
2098,"A Trip Abroad","English","Don Carlos Janes"
2099,"The Mysterious Island","English","Jules Verne"
2100,"Children of the Ghetto","English","I  Zangwill"
2101,"Us and the Bottleman","English","Edith Ballinger Price"
2102,"The Boy Allies in Great Peril","English","Clair W  Hayes"
2103,"Christine","English","Alice Cholmondeley"
2104,"Dorian","English","Nephi Anderson"
2105,"The Mirror of Literature  Amusement  and Instruction  No  474","English","Various"
2106,"Murder in Any Degree","English","Owen Johnson"
2107,"The Title","English","Arnold Bennett"
2108,"The High School Freshmen","English","H  Irving Hancock"
2109,"Soul of a Bishop","English","H  G  Wells"
2110,"The High School Pitcher","English","H  Irving Hancock"
2111,"The High School Left End","English","H  Irving Hancock"
2112,"The High School Captain of the Team","English","H  Irving Hancock"
2113,"The Principal Navigations  Voyages  Traffiques  and Discoveries of","English, Latin, Spanish, and Italian","Richard Hakluyt"
2114,"History of the American Clock Business for the Past Sixty Years ","English","Chauncey Jerome"
2115,"John Smith  U S A ","English","Eugene Field"
2116,"The Splendid Idle Forties","English","Gertrude Atherton"
2117,"The Works of Aristotle the Famous Philosopher","English","Anonymous"
2118,"Number  e   Natural Log  to Approximately 1 Million Places","English","Robert Nemiroff"
2119,"In Defense of Women","English","H  L  Mencken"
2120,"Ralph Waldo Emerson","English","Oliver Wendell Holmes"
2121,"The Suffering of Being Kafka","English","Sam Vaknin"
2122,"Bygone Beliefs","English","H  Stanley Redgrove"
2123, , , 
2124,"The Vale of Cedars ","English","Grace Aguilar"
2125,"The High School Boys  Canoe Club","English","H  Irving Hancock"
2126,"The High School Boys in Summer Camp","English","H  Irving Hancock"
2127,"The Autobiography of a Slander","English","Edna Lyall"
2128,"The High School Boys  Fishing Trip","English","H  Irving Hancock"
2129,"The High School Boys  Training Hike","English","H  Irving Hancock"
2130,"Short Stories","English","Various"
2131,"The Young Engineers in Colorado","English","H  Irving Hancock"
2132,"The Grammar School Boys in Summer Athletics","English","H  Irving Hancock"
